838;Galvan;Birds;1232 Trailsway Place;Corpus Christi;TX;78470;1975-07-05
839;Leonora;Soans;98100 Columbus Road;Boise;ID;83722;1987-07-26
840;Tedie;Frazer;68774 Pleasure Center;San Diego;CA;92186;1960-10-29
841;Killie;Eckels;3 Golf Course Lane;Augusta;GA;30911;2001-11-19
842;Celinda;Skpsey;5747 Nancy Lane;Houston;TX;77070;1964-07-29
843;Nancee;Muggleton;556 Carey Trail;Boston;MA;02298;1998-11-12
844;Eva;Hug;5388 Hoepker Street;Raleigh;NC;27690;1980-05-02
845;Freddy;Kikke;0766 Fallview Parkway;Fort Collins;CO;80525;1988-06-16
846;Lodovico;Samworth;1 Kingsford Hill;Oklahoma City;OK;73190;1981-03-21
847;Bobbi;Bartels-Ellis;0959 Heffernan Place;Vancouver;WA;98687;1998-09-11
848;Berry;Farahar;9 Elka Plaza;Valdosta;GA;31605;1972-06-12
849;Mechelle;Low;784 Corben Road;El Paso;TX;79916;1954-10-06
850;Ring;Inskipp;589 Springview Road;Washington;DC;20016;1984-08-11
851;Arlinda;Lackeye;4090 Cottonwood Crossing;Monticello;MN;55565;2001-05-22
852;Zorah;Cawthorne;73385 Park Meadow Street;Baltimore;MD;21229;1968-07-31
853;Koren;Hubbold;1889 Lake View Street;Washington;DC;20591;2000-03-24
854;Amye;Folbig;78 Springview Avenue;White Plains;NY;10606;1971-06-10
855;Yolanthe;Trodden;01157 Graceland Point;Charlotte;NC;28284;1978-10-06
856;Roanne;Leech;146 Old Shore Place;Nashville;TN;37228;1988-05-28
857;Ewell;McCamish;4 Tomscot Park;Greensboro;NC;27425;1964-06-15
858;Evania;Tuckett;8007 Mayer Lane;Miami;FL;33196;1954-03-29
859;Blanch;Guarnier;9 Lunder Street;Erie;PA;16510;1952-01-21
860;Aubine;Jiroutka;77 Mockingbird Street;San Francisco;CA;94121;1965-02-24
861;Tabitha;Shoreson;97 Becker Center;Des Moines;IA;50936;1957-10-23
862;Austina;Fey;51093 Londonderry Drive;Henderson;NV;89074;1992-06-07
863;Deanna;Filipyev;2 Jenifer Park;Albuquerque;NM;87140;1952-12-25
864;Haslett;Balharrie;7 Summit Place;Des Moines;IA;50369;1957-11-28
865;Drucie;Give;916 Havey Place;New York City;NY;10292;1955-12-17
866;Emmy;Nann;6 Memorial Plaza;Birmingham;AL;35215;1995-01-10
867;Humberto;Brigstock;7766 Fair Oaks Terrace;Santa Fe;NM;87592;1953-12-01
868;Wilmette;Cronin;148 Grover Plaza;Richmond;VA;23293;1952-11-10
869;Alia;Havile;35521 Utah Alley;Fargo;ND;58106;1953-02-20
870;Kellby;Scotts;44019 Packers Alley;Tacoma;WA;98417;1976-10-31
871;Deeann;Edington;2965 Miller Plaza;San Francisco;CA;94126;1956-11-30
872;Kassia;Oaten;315 Tennyson Alley;Colorado Springs;CO;80905;1980-01-01
873;Saloma;Whye;89 Grover Circle;Chicago;IL;60624;1981-09-18
874;Far;Deyes;156 Roxbury Terrace;San Diego;CA;92186;1983-03-08
875;Arny;Tunn;3 Montana Center;Louisville;KY;40298;1970-11-23
876;Crin;Wemm;98 Walton Street;Sioux Falls;SD;57110;1970-12-16
877;Lottie;Newiss;2 Pepper Wood Point;Corpus Christi;TX;78410;1962-05-31
878;Derby;Twycross;3 Colorado Lane;Columbus;GA;31904;1986-04-12
879;Temp;Skippings;85 Sundown Place;Hollywood;FL;33023;2003-01-18
880;Brant;Reding;6 Darwin Street;Lexington;KY;40505;1977-12-14
881;Skye;Chastanet;3986 Dahle Place;Fort Worth;TX;76110;2003-08-12
882;Monah;Filan;39 Utah Junction;Orlando;FL;32825;1984-06-01
883;Rebecka;Cowhig;20 Kings Plaza;San Francisco;CA;94147;1958-03-30
884;Sancho;De Roberto;60 Thackeray Plaza;Laurel;MD;20709;1988-03-21
885;Trixy;Blanche;16 Lyons Alley;Lake Charles;LA;70616;1996-11-03
886;Joline;O'Shaughnessy;870 Pankratz Avenue;Punta Gorda;FL;33982;1970-05-03
887;Gregorius;Rowter;8936 Hayes Drive;Roanoke;VA;24029;1954-06-21
888;Nicolea;Overil;421 Dottie Alley;Las Vegas;NV;89145;1950-04-29
889;Merilee;Cholton;01 Claremont Drive;Atlanta;GA;30301;1955-05-21
890;Tandy;McGairl;12934 Anniversary Point;Lexington;KY;40581;1961-06-29
891;Lewiss;Armal;451 Loeprich Parkway;Fort Worth;TX;76178;1955-01-29
892;Porty;Dodgshun;6679 Forest Dale Street;Flushing;NY;11388;1965-03-11
893;Delmer;Antonomoli;00 Bashford Drive;Washington;DC;20530;2004-02-20
894;Averil;Carsberg;2353 Bartillon Point;Richmond;VA;23260;1988-10-26
895;Goraud;Rutherforth;194 Jenifer Lane;Amarillo;TX;79118;1974-09-14
896;Garth;Sauvain;398 Merrick Pass;Amarillo;TX;79176;1967-05-01
897;Noami;Worgen;7 Larry Avenue;Lexington;KY;40581;1976-04-18
898;Isidoro;Kettoe;8 Leroy Way;Washington;DC;20546;1970-09-09
899;Ebonee;Leal;665 Sutherland Parkway;Fort Lauderdale;FL;33320;1985-11-14
900;Marna;Kaliszewski;25907 Lerdahl Drive;Austin;TX;78754;1985-02-02
