1159;Elyse;Hartfield;6359 Merrick Point;San Antonio;TX;78220;1981-06-25
1160;Sergeant;Yourell;257 Holmberg Plaza;Wichita;KS;67205;1967-10-24
1161;Lucho;Brundrett;895 Crownhardt Junction;Knoxville;TN;37931;1990-10-27
1162;Bidget;Garrelts;09753 Buena Vista Avenue;Pittsburgh;PA;15250;2002-11-12
1163;Giusto;Walkingshaw;36771 Dryden Pass;Fort Myers;FL;33906;1988-05-08
1164;Sven;Hallede;5686 Surrey Junction;Des Moines;IA;50335;1961-11-02
1165;Stacee;Perks;0386 Mayer Point;Boulder;CO;80328;1971-02-27
1166;Rutherford;Kennaird;93 Fieldstone Center;Orlando;FL;32885;1951-07-09
1167;Peterus;Labone;0 Dunning Avenue;Jacksonville;FL;32225;1955-08-17
1168;Hurley;Densumbe;1107 Thompson Alley;Billings;MT;59105;1990-09-08
1169;Harlan;Iacopetti;819 Kim Drive;Miami;FL;33164;2000-08-25
1170;Klarrisa;Linnard;586 Schiller Way;Gainesville;FL;32610;1955-05-27
1171;Perkin;Lepper;52 Tony Center;Albuquerque;NM;87140;1993-04-19
1172;Mona;Jizhaki;7357 Namekagon Place;Austin;TX;78783;1967-12-09
1173;My;Billinge;60038 Mariners Cove Court;Spring;TX;77388;1995-07-20
1174;Sylvan;Dungee;6823 Bunting Park;Greensboro;NC;27415;1966-04-05
1175;Melonie;Simonot;68574 West Parkway;Inglewood;CA;90398;1970-03-28
1176;Ruddy;Cutchie;80 Cody Parkway;San Bernardino;CA;92424;1978-07-12
1177;Claire;Chappelle;2146 Claremont Crossing;Modesto;CA;95397;1976-06-18
1178;Kathi;Bishopp;9407 Bobwhite Street;Colorado Springs;CO;80920;1980-06-29
1179;Opalina;Stackbridge;80804 Amoth Place;Houston;TX;77030;1984-07-06
1180;Cece;Janc;42231 Anhalt Place;Milwaukee;WI;53263;1965-12-18
1181;Mayor;Powrie;54 Duke Park;Hagerstown;MD;21747;1968-02-13
1182;Simone;Schukraft;27058 Forest Dale Avenue;Philadelphia;PA;19109;1972-10-26
1183;Carlie;Haggus;441 Eastlawn Crossing;Newport News;VA;23612;1968-06-22
1184;Julina;Rosoman;20 Golf View Park;Pueblo;CO;81005;1971-07-06
1185;Wylma;Creswell;9437 Pawling Avenue;Terre Haute;IN;47805;1988-03-01
1186;Gradeigh;Basill;138 Chinook Parkway;Austin;TX;78726;1973-09-27
1187;Sherm;Walas;6 Stuart Parkway;Dallas;TX;75251;1957-07-31
1188;Carri;Sawyers;8 Golf Course Road;Jackson;MS;39236;1995-01-02
1189;Colas;Dance;099 Northridge Avenue;Las Vegas;NV;89130;2004-12-14
1190;Leif;Heatley;26260 Miller Road;Washington;DC;20010;1980-01-19
1191;Mirilla;Stedmond;41 Pierstorff Parkway;Louisville;KY;40205;1973-03-08
1192;Marv;Eveque;54 Dwight Way;Lansing;MI;48919;2003-05-19
1193;Bryon;Arden;4 Brentwood Court;Houston;TX;77250;1975-03-19
1194;Juliette;Dagworthy;90 Jana Hill;Warren;MI;48092;1990-03-25
1195;Irma;Van den Hof;48 Weeping Birch Crossing;Port Saint Lucie;FL;34985;1981-11-11
1196;Aubree;Gyurko;748 Blue Bill Park Junction;Des Moines;IA;50369;1955-12-22
1197;Bax;Menendez;337 Barnett Trail;Allentown;PA;18105;1995-04-07
1198;Dianemarie;Berndtssen;8467 Hovde Lane;White Plains;NY;10606;1985-06-15
1199;Paola;Gainor;86409 Londonderry Center;Houston;TX;77085;1998-03-05
1200;Gwyn;Nolot;034 Vera Alley;Glendale;AZ;85311;1974-10-22
