764;Stanton;Thickett;80133 Anzinger Court;Sioux Falls;SD;57198;1956-10-12
765;Papagena;Jenno;19323 Schiller Hill;Washington;DC;20591;1989-04-19
766;Ruy;Worgan;4 Lakewood Gardens Court;Los Angeles;CA;90071;1993-12-28
767;Kelila;Scourfield;06743 Rieder Trail;Irving;TX;75062;2003-01-09
768;Tricia;McIlvaney;816 Bluestem Trail;Fort Worth;TX;76198;1964-01-02
769;Aila;Meacher;9 Mifflin Hill;Berkeley;CA;94705;1969-01-09
770;Franklin;Maxwell;9724 Pennsylvania Junction;Jackson;MS;39210;2003-02-16
771;Kendricks;Dunnan;38 Fremont Road;San Bernardino;CA;92424;1967-10-17
772;Noll;Petersen;936 East Point;San Jose;CA;95155;1999-11-06
773;Mateo;Vitler;04 Buell Terrace;Fort Worth;TX;76115;1997-02-11
774;Wain;Crowter;5 Bartelt Point;Knoxville;TN;37914;1953-09-13
775;Duff;Ditter;25213 Roth Street;Fort Pierce;FL;34981;1982-03-23
776;Katya;Jennery;55 Meadow Valley Plaza;Biloxi;MS;39534;1961-05-27
777;Ingaborg;Tryme;5351 Garrison Way;El Paso;TX;79916;1979-06-16
778;Roddy;Melledy;59486 Mosinee Drive;Brooksville;FL;34605;1968-02-10
779;Junia;Lighton;3 Sachtjen Point;Cincinnati;OH;45264;1995-08-26
780;Melony;Dyter;0479 Hauk Pass;Akron;OH;44310;1996-08-20
781;Hasheem;Hrishchenko;983 Burning Wood Terrace;Las Vegas;NV;89193;1960-09-13
782;Briny;Stone;10 Di Loreto Pass;Houston;TX;77250;1951-02-13
783;Colette;Sweetland;9266 Mitchell Trail;Birmingham;AL;35263;1994-10-30
784;Franky;Brownscombe;484 Melody Terrace;Shawnee Mission;KS;66210;1988-07-05
785;Bel;Sondon;410 Erie Plaza;Wilmington;NC;28405;1982-06-14
786;Miguela;Ketteringham;61670 Darwin Alley;Anaheim;CA;92825;1959-10-22
787;Wendell;Drepp;3 American Ash Parkway;Birmingham;AL;35244;2001-06-25
788;Andromache;Notman;9124 Rieder Crossing;Indianapolis;IN;46266;1998-04-20
789;Birgit;Wakeley;477 Hoard Court;Ashburn;VA;22093;1951-02-11
790;Allissa;Cansfield;8 Kim Avenue;Saint Paul;MN;55108;1972-02-13
791;Lexis;Greson;3373 Fairview Point;Warren;MI;48092;1955-09-30
792;Babb;Muckersie;5123 Randy Court;Austin;TX;78721;1974-08-18
793;Afton;Lincoln;1 Glendale Avenue;Norfolk;VA;23514;1981-02-17
794;Powell;Vassbender;6630 Paget Plaza;Hollywood;FL;33023;1953-04-10
795;Gene;Eymer;62 Cordelia Crossing;Houston;TX;77255;1957-01-05
796;Cynthie;Farn;6355 Mendota Park;Johnstown;PA;15906;1981-05-18
797;Rusty;McClune;54 Bobwhite Street;Charlotte;NC;28272;1997-02-16
798;Hillary;Wigan;6 Nova Terrace;Lancaster;PA;17622;1972-01-17
799;Burk;Ribbon;873 Harbort Street;Tacoma;WA;98411;1952-05-02
800;Gael;Lipman;482 Laurel Hill;Midland;MI;48670;1952-04-06
