957;Stuart;Hamor;7476 Bultman Parkway;Albany;NY;12205;1971-04-17
958;Jonell;Henker;92 Southridge Park;Chicago;IL;60641;1956-01-14
959;Shirlee;Andreoletti;117 Clarendon Street;Washington;DC;20036;2001-06-26
960;Ninnette;Togwell;5501 Bunting Plaza;Shreveport;LA;71137;1990-07-03
961;Amber;Lyvon;5 Burning Wood Crossing;Melbourne;FL;32941;1974-09-03
962;Randolph;Pyrke;19 Butternut Street;Kansas City;MO;64160;2003-09-02
963;Gae;McPhillimey;3880 Karstens Trail;Scranton;PA;18505;1965-11-06
964;Wells;Southby;7 Prentice Court;Knoxville;TN;37931;1997-01-11
965;Shea;Bachelor;8061 Lakeland Circle;Winston Salem;NC;27110;1963-02-05
966;Iosep;Noden;458 Meadow Ridge Lane;Rochester;NY;14683;1971-01-26
967;Vivyanne;Jacobovitch;37 Scoville Park;San Jose;CA;95194;1994-09-26
968;Neddy;Grimsley;372 Ridge Oak Point;Asheville;NC;28805;1980-06-22
969;Kaylee;Escalante;6766 7th Court;Brooklyn;NY;11236;1991-05-25
970;Didi;Stuck;60 Schlimgen Plaza;Boca Raton;FL;33432;1955-06-29
971;Patrizius;Dray;062 Shoshone Avenue;Portland;OR;97232;1989-01-10
972;Jarrad;Mattacks;9 Welch Alley;San Antonio;TX;78220;1971-11-19
973;Row;Freezer;8 Elka Point;Dallas;TX;75216;2000-08-27
974;Norby;Aguirrezabala;59387 Manufacturers Park;Charlotte;NC;28247;1961-05-07
975;Julie;Rozsa;373 Browning Court;Silver Spring;MD;20904;1976-02-25
976;Conn;Scopes;998 Village Drive;Akron;OH;44315;1959-01-12
977;Delaney;Hanlon;5 Drewry Terrace;Montgomery;AL;36109;2002-12-25
978;Della;Garnul;8261 Mosinee Junction;Kansas City;MO;64149;1994-09-09
979;Court;Staterfield;8284 Hollow Ridge Court;Littleton;CO;80161;1994-08-26
980;Cristobal;Cremer;7979 Maryland Alley;Denver;CO;80209;1986-03-01
981;Rene;Geekin;4780 Summer Ridge Pass;Sandy;UT;84093;1961-09-30
982;Rikki;McKeighan;00231 Bashford Lane;Arvada;CO;80005;1959-09-19
983;Chase;Dedden;62683 Birchwood Way;Tulsa;OK;74116;1987-10-24
984;Davey;Larcier;29809 Carioca Terrace;Fairbanks;AK;99790;2001-10-05
985;Mikaela;Smidmor;3 Nova Parkway;Baltimore;MD;21229;1965-05-10
986;Amandie;Ubanks;1125 Portage Parkway;Virginia Beach;VA;23471;1963-03-02
987;Aura;Reynolds;047 Dayton Alley;North Las Vegas;NV;89087;1983-08-19
988;Abdul;Casaccio;16791 Rusk Junction;San Diego;CA;92132;1995-10-23
989;Shir;Quarles;5349 Prairie Rose Plaza;Memphis;TN;38126;1957-02-07
990;Chadwick;Sharper;70 Dennis Lane;Lincoln;NE;68583;1974-10-18
991;Brose;Ancell;2760 Kropf Way;Fargo;ND;58122;1982-03-16
992;Jenny;Laxson;08 Reindahl Crossing;Los Angeles;CA;90189;1989-03-11
993;Georgeta;Abbay;01 Veith Road;Lubbock;TX;79415;1974-10-17
994;Chucho;Dyerson;71 Dayton Crossing;Sioux Falls;SD;57105;1951-01-20
995;Otha;Sangwin;440 Ronald Regan Street;Chicago;IL;60674;1968-02-16
996;Vickie;Gwynn;5 Milwaukee Plaza;Fort Pierce;FL;34981;1985-10-23
997;Dorisa;Eyam;911 Granby Hill;Fresno;CA;93773;1953-01-21
998;Filippo;Kiehl;59972 Dwight Junction;Fort Lauderdale;FL;33355;1959-05-18
999;Shannan;Aluard;083 Schmedeman Junction;Lake Charles;LA;70607;1967-12-13
1000;Adler;Slarke;88203 Truax Court;Brockton;MA;02405;1981-04-06
